oa_code,LOAC_supgrp_cd,KMeans_60pca,Queens_SFCM_60kvars,KNN8_SFCM_60kvars,MDT_SFCM_60kvars,Queens_SFCM_60pca,KNN8_SFCM_60pca,MDT_SFCM_60pca,Queens_GCN_167zscores,KNN8_GCN_167zscores,MDT_GCN_167zscores,Queens_GSCN_MeanAgg_167zscores,Queens_GSCN_MeanAgg_60kvars,Queens_GSonly_MeanAgg_167zscores,KNN8_GSCN_AttentionalAgg_167zscores,KNN8_GSCN_MaxPoolingAgg_167zscores,KNN8_GSCN_MaxPoolingAgg_167zscores_RW8,KNN8_GSCN_MaxPoolingAgg_167zscores_RW28,KNN8_GSCN_MeanAgg_167zscores,KNN8_GSCN_MeanAgg_60kvars,KNN8_GSCN_MeanPoolingAgg_167zscores,KNN8_GSonly_MeanAgg_167zscores,KNN8_Att2Vec_167zscores,KNN8_Node2Vec_167zscores,MDT_GSCN_MeanAgg_167zscores,MDT_GSCN_MeanAgg_60kvars,Queens_NAGAE_d1,KNN8_NAGAE_d1,MDT_NAGAE_d1,Queens_NAGAE_d2,KNN8_NAGAE_d2,MDT_NAGAE_d2
E00023042,B,0,3,3,4,3,3,2,5,7,7,3,2,5,3,2,6,7,4,0,3,5,2,4,7,6,1,1,5,5,1,4
E00023043,B,0,2,3,4,2,3,1,5,7,7,3,6,5,3,3,0,0,4,0,5,5,2,7,1,6,1,1,5,1,1,4
E00023044,D,6,1,1,1,1,1,4,7,1,4,2,2,5,5,5,2,6,2,6,0,2,3,0,3,6,7,3,0,0,2,0
E00023045,E,6,2,2,1,1,1,1,0,3,1,2,7,5,5,5,2,1,2,6,0,2,3,0,3,3,7,3,1,2,2,0
E00023046,B,0,3,3,3,2,2,2,0,3,1,3,2,5,7,3,0,0,7,0,5,2,2,4,1,6,7,3,5,2,1,4
E00023047,D,7,1,1,1,4,1,4,7,1,4,1,7,7,5,0,4,5,2,6,6,2,0,3,3,6,7,3,0,0,2,0
E00023048,E,1,1,1,1,1,1,4,7,1,4,5,0,7,5,7,5,7,0,6,6,2,3,3,4,2,7,3,5,0,2,0
E00023052,F,7,1,1,1,4,4,4,7,1,1,1,4,7,5,0,4,1,2,6,6,2,3,3,4,0,2,2,0,0,2,6
E00023053,F,7,1,1,1,4,1,4,3,0,0,5,0,7,1,7,5,7,2,2,1,7,3,0,4,3,7,3,0,0,2,6
E00023054,D,7,1,1,1,4,4,4,3,0,0,5,0,7,1,7,4,7,2,6,1,7,0,3,4,4,2,3,0,0,2,6
E00023055,D,7,1,1,1,4,4,4,7,1,4,5,0,7,5,7,5,7,2,6,6,2,3,0,4,3,7,2,0,0,2,6
E00023056,E,1,2,2,1,2,2,4,0,3,3,2,6,7,7,3,0,4,7,0,5,2,5,7,4,3,7,3,5,2,2,4
E00023057,E,5,2,2,1,1,1,4,0,3,1,2,0,7,7,3,0,0,6,6,0,2,3,0,3,3,7,3,1,0,2,6
E00023058,B,0,3,3,3,2,2,2,0,3,1,3,2,7,3,3,0,0,7,0,5,2,2,4,1,6,1,3,5,2,1,4
E00023059,F,6,2,1,1,1,1,4,7,1,4,1,0,7,5,5,2,6,2,6,6,2,3,3,4,3,7,3,0,2,1,6
E00023060,E,5,2,2,1,1,1,4,3,0,1,2,7,7,7,5,2,6,2,6,0,2,7,0,3,6,7,3,0,0,2,0
E00023061,B,5,1,2,1,1,1,4,3,0,0,2,2,7,7,3,0,0,6,6,0,7,7,0,3,6,7,3,1,0,1,0
E00023062,B,0,3,3,1,2,2,2,0,3,1,3,7,7,3,2,6,0,4,0,5,7,2,4,1,3,1,3,5,2,1,4
E00023063,D,6,1,1,1,1,1,4,7,1,4,2,2,7,5,5,2,3,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023064,B,0,3,3,1,2,2,2,0,3,1,3,2,7,3,3,0,0,7,0,5,2,2,7,1,6,7,3,5,2,1,4
E00023065,E,5,2,2,1,2,2,4,0,3,1,3,7,7,7,3,0,0,6,0,3,2,7,7,4,3,7,3,5,2,1,4
E00023066,E,5,2,2,1,1,1,4,0,3,1,2,2,7,7,5,2,5,2,6,0,2,3,0,4,3,7,3,0,0,2,0
E00023067,D,5,1,1,1,1,1,4,0,3,1,2,2,7,7,5,2,6,6,6,0,7,3,0,3,6,7,3,1,0,1,0
E00023068,B,5,3,3,1,2,2,4,0,3,1,2,2,7,7,3,0,0,6,0,0,2,7,0,3,6,7,3,5,2,1,4
E00023069,B,0,3,3,3,2,2,2,5,7,7,3,2,7,3,2,6,2,4,0,5,2,2,4,7,6,1,3,5,2,1,4
E00023070,B,0,3,3,3,2,2,2,0,3,1,3,2,7,3,3,0,0,4,0,5,2,2,4,1,3,7,3,5,2,1,4
E00023071,B,5,2,3,1,1,2,4,0,3,1,2,2,7,7,3,0,0,6,0,5,7,7,4,1,6,7,3,5,2,1,4
E00023072,D,7,1,1,1,4,1,4,3,0,0,5,7,7,1,7,5,7,0,6,1,7,7,0,4,5,7,3,0,0,2,0
E00023073,F,7,2,2,4,0,0,1,3,0,0,5,6,7,1,7,5,1,0,3,1,2,3,2,4,0,7,3,0,0,1,0
E00023074,F,6,2,2,1,1,1,4,7,1,4,2,0,5,5,5,2,6,2,6,0,2,3,0,3,3,7,3,0,0,2,0
E00023075,F,7,2,2,4,0,0,1,3,0,6,5,4,7,1,7,5,7,0,3,1,2,3,2,6,1,7,3,0,0,1,0
E00023076,F,7,1,1,1,1,1,4,7,1,4,1,7,5,5,7,5,7,2,6,6,2,3,3,3,3,7,3,0,0,2,0
E00023077,D,6,1,1,1,1,1,4,7,1,0,2,7,7,5,5,2,1,2,6,0,2,3,0,3,6,7,3,1,0,2,0
E00023078,D,6,1,1,1,1,1,4,7,1,4,2,7,7,5,5,2,6,2,6,0,2,3,0,3,6,7,3,1,0,2,0
E00023079,E,6,2,2,1,1,1,4,0,3,1,2,7,5,7,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023080,D,6,2,1,1,1,1,4,0,3,1,2,2,5,7,5,2,6,2,6,0,2,3,0,3,6,7,3,1,2,2,0
E00023081,E,5,2,2,4,1,1,1,0,3,1,5,0,5,1,7,5,7,6,6,0,2,7,0,1,3,7,3,5,0,2,0
E00023082,D,5,2,2,1,1,1,4,0,3,1,2,2,5,7,5,2,3,6,6,0,2,7,0,3,6,7,3,1,0,2,0
E00023083,E,7,2,2,4,1,1,1,0,3,1,5,6,5,1,7,5,6,6,6,0,2,3,0,4,3,7,3,5,0,2,0
E00023084,E,6,2,1,1,1,1,4,7,1,0,2,2,7,5,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023085,B,0,2,2,3,1,1,2,0,3,1,3,7,7,3,3,0,0,7,0,5,2,2,7,1,3,7,3,5,2,2,4
E00023086,E,5,2,2,1,1,1,1,0,3,1,2,2,5,7,5,2,6,6,0,0,2,7,0,4,3,7,3,5,0,2,0
E00023087,B,5,2,2,1,1,2,2,0,3,1,3,2,5,7,3,0,0,7,0,5,2,7,4,1,3,7,3,5,2,2,4
E00023088,E,5,2,2,1,1,1,4,0,3,1,2,2,5,7,5,2,6,6,0,0,2,7,0,3,3,7,3,1,0,2,0
E00023089,E,6,2,2,1,1,1,1,7,1,4,2,2,5,5,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023091,D,6,2,2,1,1,1,4,0,3,1,2,0,5,7,5,2,6,2,6,0,2,3,0,3,6,7,3,1,2,1,0
E00023092,E,3,2,2,4,2,1,1,3,0,0,5,0,5,1,7,5,7,7,4,2,2,5,7,7,3,7,3,5,0,2,4
E00023093,E,3,2,2,4,1,1,1,3,0,0,5,6,5,1,3,0,0,6,4,3,2,7,7,4,3,7,3,5,0,2,4
E00023094,D,6,1,1,1,1,1,1,7,1,4,2,7,5,5,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023095,F,6,1,1,4,1,1,1,7,1,4,2,0,5,5,5,2,6,2,6,0,2,3,0,4,3,7,3,1,0,2,0
E00023096,D,6,1,1,1,1,1,1,7,1,4,2,7,5,7,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023097,E,6,2,2,4,1,1,1,7,1,4,2,0,5,5,5,2,6,2,6,0,2,3,0,4,3,7,3,1,0,2,0
E00023098,F,6,1,1,1,1,1,1,7,1,4,2,0,5,5,5,2,6,2,6,0,2,3,0,4,3,7,3,1,0,2,0
E00023099,F,6,1,1,1,1,1,1,7,1,2,2,0,5,5,5,2,7,2,2,0,2,3,0,4,3,7,3,1,0,2,0
E00023100,F,6,1,1,1,1,1,1,7,1,4,2,0,5,5,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023101,E,6,1,1,1,1,1,1,6,1,4,2,7,5,5,5,2,6,2,7,0,2,3,0,3,3,7,3,1,0,2,0
E00023102,F,7,2,4,4,1,1,1,7,1,4,5,0,5,5,7,5,7,2,6,6,2,3,3,4,3,7,3,3,0,2,0
E00023103,F,7,4,4,4,1,1,1,7,1,4,5,6,5,5,7,5,7,2,6,1,2,3,0,4,0,7,3,1,0,2,0
E00023104,F,6,4,2,4,1,1,1,7,1,4,2,0,5,5,5,2,3,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023105,F,6,1,1,4,1,1,1,7,1,4,2,0,5,5,5,2,6,2,6,0,2,3,0,4,3,7,3,1,0,2,0
E00023106,D,6,1,1,1,1,1,1,7,1,4,2,7,5,5,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023107,D,6,1,1,1,1,1,1,7,1,4,2,0,5,5,5,2,6,2,6,6,2,3,0,3,3,7,3,1,0,2,0
E00023108,D,6,1,1,1,1,1,1,7,1,6,2,0,5,5,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023109,D,6,1,2,1,1,1,1,7,1,4,2,7,5,5,5,2,3,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023110,D,6,1,1,1,1,1,1,7,1,4,2,0,5,5,5,2,3,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023111,D,6,1,1,1,1,1,1,7,1,4,2,2,5,5,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023112,E,7,2,2,4,0,1,1,3,0,0,5,4,5,1,7,5,7,2,6,1,2,3,0,4,3,7,3,1,0,1,0
E00023113,E,7,2,2,4,1,1,1,3,0,3,5,6,5,1,7,5,4,6,7,1,2,3,0,4,3,7,3,1,0,2,0
E00023114,A,3,2,2,4,0,0,1,3,0,0,5,6,5,1,7,5,7,0,3,1,2,5,7,6,3,7,3,5,0,2,4
E00023115,A,7,2,2,4,0,0,1,3,0,0,5,6,5,1,7,5,7,6,6,1,2,5,7,7,0,7,3,5,0,2,4
E00023116,E,7,2,2,4,0,1,1,3,0,0,5,6,5,1,7,5,5,0,6,1,2,3,0,4,3,7,3,0,0,2,0
E00023117,E,5,2,2,4,1,1,2,0,3,1,3,7,5,7,3,0,0,6,0,0,2,7,7,3,3,7,3,5,2,2,4
E00023118,E,5,2,2,4,2,2,2,0,3,1,3,7,5,7,3,0,0,7,0,5,2,7,7,1,3,7,3,5,2,2,4
E00023119,E,5,2,2,4,1,1,1,0,3,4,2,0,5,7,5,2,6,2,6,0,2,3,0,4,3,7,3,5,0,2,0
E00023120,E,7,2,2,4,2,1,1,3,0,0,5,6,5,1,7,5,1,6,6,0,2,3,0,7,3,7,3,5,2,2,0
E00023121,A,7,2,2,4,0,0,1,3,0,0,5,4,5,1,7,5,7,0,3,1,2,3,0,4,0,7,3,1,0,2,0
E00023122,E,6,2,2,4,1,1,1,7,1,4,2,6,5,5,5,2,6,2,6,0,2,3,0,4,3,7,3,1,0,2,0
E00023123,E,7,2,2,4,1,1,1,0,3,1,2,7,5,5,5,2,6,6,6,0,2,3,0,4,3,7,3,1,0,2,0
E00023124,E,5,2,2,4,1,1,1,1,3,1,2,0,5,7,3,0,0,6,6,0,2,7,7,4,3,7,3,5,2,2,4
E00023125,E,6,1,1,4,1,1,1,7,1,4,2,6,5,5,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023126,F,7,2,2,4,1,1,1,7,1,4,5,4,5,5,7,5,1,2,6,1,2,3,0,4,3,7,3,3,0,2,0
E00023127,E,5,2,2,4,1,1,1,0,3,1,2,0,5,7,5,2,6,6,6,0,2,7,7,4,3,7,3,5,0,2,4
E00023128,E,6,2,2,1,1,1,1,0,3,1,2,7,5,7,5,2,1,2,6,0,2,3,0,3,3,7,3,1,2,2,0
E00023129,D,6,1,1,1,1,1,1,0,3,1,2,2,5,7,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023130,E,6,2,2,1,1,1,1,0,3,1,2,0,5,7,5,2,4,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023131,D,6,2,2,1,1,1,1,0,3,1,2,2,5,7,5,2,6,2,6,0,2,3,0,3,3,7,3,1,2,2,0
E00023132,D,6,1,1,1,1,1,1,7,1,4,2,7,5,5,5,2,6,2,6,0,2,3,0,3,6,7,3,1,0,2,0
E00023133,D,6,1,1,1,1,1,1,7,1,4,2,7,5,5,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023134,E,6,2,2,4,1,1,1,0,3,1,2,0,5,5,5,2,7,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023135,D,6,1,1,1,1,1,1,7,1,4,2,7,5,5,5,2,6,2,6,0,2,3,0,3,6,7,3,1,0,2,0
E00023136,F,6,2,2,4,1,1,1,7,1,6,2,6,5,5,5,2,6,2,6,0,2,3,0,4,3,7,3,1,0,2,0
E00023137,F,6,2,2,4,1,1,1,5,1,4,2,7,5,5,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023138,D,6,1,1,1,1,1,1,7,1,4,2,2,5,5,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023139,E,7,2,2,4,1,1,1,3,0,0,5,4,5,1,7,5,7,6,4,1,2,3,0,4,3,7,3,5,0,2,0
E00023140,F,7,4,4,4,1,1,1,3,0,0,5,6,5,1,7,5,7,2,6,1,2,3,0,4,3,7,3,1,0,2,0
E00023141,F,7,4,4,4,1,0,1,3,0,0,5,4,5,1,5,2,7,2,6,1,2,3,0,4,3,0,3,1,0,2,0
E00023142,F,7,2,2,4,1,1,1,3,0,0,5,6,5,1,5,2,0,2,6,1,2,3,0,4,3,7,0,1,0,2,0
E00023143,F,7,4,4,6,0,0,1,3,0,0,5,5,5,1,7,5,2,0,3,1,2,3,2,6,7,0,0,3,0,2,0
E00023144,F,7,4,4,4,0,0,1,3,0,0,5,6,5,1,7,5,7,0,3,1,2,1,2,6,0,0,0,3,0,2,0
E00023145,D,6,1,4,4,1,1,1,3,0,0,5,0,5,5,5,2,6,2,6,0,2,3,0,3,3,7,0,1,0,2,0
E00023146,F,7,4,4,4,0,0,1,3,0,0,5,3,5,1,7,5,7,0,3,1,2,3,2,6,1,0,0,3,0,2,0
E00023147,F,6,4,4,4,1,1,1,3,0,0,5,4,5,1,5,2,6,2,6,0,2,3,0,3,3,0,0,1,0,2,0
E00023148,F,7,4,4,4,0,0,1,3,0,0,5,4,5,1,7,5,5,0,6,1,2,3,2,4,0,0,0,3,0,2,0
E00023149,B,0,3,3,4,2,2,2,5,7,7,3,7,5,3,2,6,3,4,0,5,2,2,4,1,3,7,3,5,2,1,4
E00023151,B,0,3,3,4,3,2,2,0,3,1,3,7,5,3,2,6,0,4,0,5,2,2,4,1,3,7,3,5,2,1,4
E00023152,B,0,3,3,4,2,2,2,5,7,7,3,7,5,3,2,6,3,4,0,5,2,2,4,1,3,7,3,5,2,1,4
E00023153,B,0,3,3,3,2,2,2,0,3,1,3,2,5,3,2,6,7,7,0,5,2,2,4,1,6,7,3,5,2,1,4
E00023155,E,7,2,4,4,0,1,1,3,0,0,5,6,5,1,7,5,7,2,6,0,2,3,0,4,3,0,3,1,0,2,0
E00023156,E,5,2,2,4,1,1,1,3,0,0,3,0,5,1,3,0,4,6,0,0,2,6,0,4,3,0,0,5,0,2,0
E00023157,D,6,4,4,4,1,1,1,3,0,0,2,2,5,1,5,2,6,2,6,0,2,3,0,3,3,0,0,1,0,2,0
E00023158,G,5,2,2,4,1,1,1,3,0,0,3,5,5,7,7,5,7,6,4,3,2,3,0,4,3,7,0,1,0,2,0
E00023159,D,6,2,2,1,1,1,1,3,0,0,5,0,5,1,5,2,6,2,6,0,2,7,0,3,6,7,3,1,0,2,0
E00023160,E,5,2,2,4,1,1,1,3,0,0,5,4,5,1,7,5,7,6,6,0,2,3,0,3,3,0,0,1,0,2,0
E00023161,F,7,4,4,4,0,0,1,3,0,2,5,1,5,1,7,5,7,0,3,1,2,1,2,6,0,0,0,3,0,2,0
E00023162,F,7,2,2,4,1,1,1,3,0,0,5,5,5,1,7,5,7,2,6,1,2,3,0,4,3,7,0,1,0,2,0
E00023163,F,7,4,4,4,0,0,1,1,4,2,5,3,5,1,7,5,7,0,3,1,2,1,2,6,0,0,0,3,0,2,0
E00023164,F,7,4,4,4,1,0,1,3,0,0,5,4,5,1,7,5,7,0,6,1,2,3,0,4,3,0,0,1,0,2,0
E00023165,D,6,4,4,4,0,0,1,3,0,4,5,0,5,1,5,2,6,2,7,0,2,3,0,3,3,0,0,1,0,2,0
E00023166,F,7,4,4,6,0,0,1,3,0,0,5,3,5,1,7,5,7,0,2,1,2,1,2,6,4,0,0,3,0,2,0
E00023167,F,7,4,4,4,0,0,1,3,0,0,5,4,5,1,7,5,2,0,5,1,2,3,0,4,3,0,0,1,0,2,0
E00023168,F,7,4,4,4,0,1,1,3,0,0,5,4,5,5,5,2,6,2,6,1,2,3,0,4,3,0,0,1,0,2,0
E00023169,F,7,4,4,4,0,0,1,5,0,0,5,5,5,1,7,5,7,0,7,1,2,3,0,4,3,0,0,1,0,2,0
E00023170,F,7,4,4,4,0,0,1,3,0,0,5,4,5,5,5,2,2,2,6,1,2,3,0,4,3,0,0,1,0,2,0
E00023171,E,5,2,2,4,1,1,1,3,0,0,5,4,5,1,7,5,7,6,4,0,2,3,0,4,3,7,0,5,0,2,0
E00023172,F,7,4,4,4,1,1,1,3,0,0,5,6,5,1,5,2,6,2,6,1,2,3,0,4,3,0,0,1,0,2,0
E00023173,F,7,4,4,4,0,0,1,3,0,0,5,5,5,5,7,5,3,0,6,1,2,3,0,4,3,0,0,3,0,2,0
E00023174,F,6,4,4,4,0,0,1,3,0,0,5,4,5,5,5,2,6,2,6,0,2,3,0,3,3,0,0,1,0,2,0
E00023175,B,1,2,2,4,1,1,1,3,0,0,3,0,5,3,3,0,0,7,0,5,2,2,7,1,3,7,0,5,0,2,0
E00023176,F,6,4,4,4,0,0,1,3,0,0,5,6,5,5,5,2,6,2,6,1,2,3,0,4,4,0,0,1,0,2,0
E00023177,F,7,4,4,4,0,1,1,3,0,0,5,4,5,1,7,5,7,2,6,1,2,3,0,4,3,0,0,1,0,2,0
E00023178,F,7,4,4,4,0,0,1,3,0,0,5,5,5,5,7,5,2,0,6,1,2,3,0,6,3,0,0,3,0,2,0
E00023179,F,7,4,4,4,0,0,1,3,0,0,5,4,5,1,7,5,7,0,6,1,2,3,0,4,5,0,0,3,0,2,0
E00023180,F,7,4,4,6,0,0,1,3,0,0,5,3,5,1,7,5,7,0,3,1,2,3,2,6,3,0,0,3,0,2,0
E00023181,F,7,4,4,4,0,0,1,3,0,0,5,5,5,5,7,5,7,0,1,1,2,3,2,6,3,0,0,3,0,2,0
E00023182,F,6,2,2,4,1,1,1,3,0,0,5,4,5,1,5,2,6,2,5,0,2,3,0,4,3,7,3,1,0,2,0
E00023183,E,6,2,2,4,1,1,1,3,0,0,5,0,5,1,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023184,F,7,4,4,4,0,0,1,3,0,0,5,5,5,1,7,5,7,0,3,1,2,3,2,6,7,0,0,3,0,2,0
E00023185,D,6,2,2,4,1,1,1,3,0,0,5,0,5,1,5,2,6,2,6,0,2,3,0,4,3,7,0,1,0,2,0
E00023186,F,6,4,4,4,1,1,1,7,1,4,5,4,5,1,5,2,6,2,6,0,2,3,0,4,3,7,0,1,0,2,0
E00023187,F,7,4,4,4,0,0,1,3,0,0,5,5,5,1,7,5,7,0,3,1,2,3,2,6,1,0,0,3,0,2,0
E00023188,F,7,4,4,4,0,0,1,3,0,0,5,6,5,1,7,5,7,0,1,1,2,3,2,6,0,0,0,3,0,2,0
E00023189,F,6,4,1,4,1,1,1,7,1,1,2,6,5,5,5,2,6,2,6,0,2,3,0,3,3,7,0,1,0,2,0
E00023190,F,7,4,4,4,0,0,1,7,1,4,5,4,5,5,7,5,7,0,3,1,2,3,2,4,0,7,0,3,0,2,0
E00023191,F,7,4,4,4,0,0,1,7,1,6,5,6,5,1,7,5,7,0,3,1,2,3,2,6,1,0,0,3,0,2,0
E00023192,F,7,4,4,4,0,1,1,4,1,4,5,6,5,5,7,5,6,2,6,1,2,3,0,4,3,0,0,1,0,2,0
E00023193,F,6,4,1,4,1,1,1,7,1,4,2,6,5,5,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023196,D,6,1,1,1,1,1,1,7,1,4,2,7,5,5,5,2,6,2,6,0,2,3,0,3,6,7,3,1,0,2,0
E00023197,F,6,4,4,4,1,1,1,7,1,1,5,0,5,5,5,2,6,2,6,0,2,3,0,3,3,7,0,1,0,2,0
E00023198,F,6,4,4,4,1,1,1,7,1,4,2,6,5,5,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023199,F,7,1,4,4,1,1,1,1,1,4,5,6,5,5,7,5,7,2,6,1,2,3,0,4,5,7,0,3,0,2,0
E00023200,F,7,4,1,4,1,1,1,7,1,4,5,0,5,5,5,2,0,2,6,1,2,3,0,3,1,7,3,1,0,2,0
E00023201,F,6,4,4,4,1,1,1,7,1,4,2,7,5,5,5,2,3,2,6,0,2,3,0,3,4,7,3,1,0,2,0
E00023202,D,6,1,1,1,1,1,1,7,1,4,2,7,5,5,5,2,3,2,6,0,2,3,0,3,3,7,0,1,0,2,0
E00023203,F,6,1,1,4,1,1,1,7,1,4,2,0,5,5,5,2,0,2,6,0,2,3,0,4,3,7,0,1,0,2,0
E00023204,F,6,1,1,1,1,1,1,7,1,4,2,6,5,5,5,2,6,2,6,0,2,3,0,4,3,7,0,1,0,2,0
E00023205,D,6,1,1,1,1,1,1,7,1,4,2,0,5,5,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023206,F,6,4,4,4,1,1,1,7,1,4,5,6,5,5,5,2,6,2,1,1,2,3,0,4,3,7,3,1,0,2,0
E00023207,F,7,1,4,4,1,1,1,7,1,4,2,6,5,5,5,2,6,2,6,1,2,3,0,4,0,7,3,1,0,2,0
E00023208,F,6,4,1,4,1,1,1,7,1,4,2,4,5,5,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023209,E,5,2,4,4,0,0,1,3,0,0,5,7,5,7,3,1,7,6,0,3,2,7,7,1,3,0,0,5,0,2,4
E00023210,E,5,4,4,4,0,1,1,3,0,0,5,7,5,7,5,2,7,6,6,0,2,7,0,3,3,0,0,5,0,2,4
E00023211,F,7,4,4,4,0,0,1,3,0,0,5,4,5,1,7,5,3,0,3,1,2,3,2,6,1,0,0,3,0,2,0
E00023212,D,6,4,4,1,1,1,1,7,1,4,5,6,5,5,5,2,1,2,6,0,2,3,0,3,5,7,0,1,0,2,0
E00023213,F,7,4,4,4,0,0,1,3,0,0,5,5,5,1,7,5,7,0,3,1,2,3,2,4,2,0,0,3,0,2,0
E00023214,F,7,1,4,1,1,1,1,7,1,4,5,6,5,5,5,2,6,2,6,1,2,3,0,4,7,7,0,1,0,2,0
E00023215,F,7,4,4,1,1,1,1,7,1,4,5,6,5,5,5,2,6,2,6,1,2,3,0,4,1,7,0,1,0,2,0
E00023216,F,7,4,4,4,0,0,1,3,0,0,5,0,5,5,7,5,7,2,6,1,2,3,0,4,4,0,0,3,0,2,0
E00023217,F,6,4,4,1,1,1,1,7,1,4,2,0,5,5,5,2,6,2,6,0,2,3,0,3,5,0,0,1,0,2,0
E00023218,F,7,4,4,4,0,0,1,3,0,0,5,4,5,1,7,5,7,0,3,1,2,3,2,6,2,0,0,3,0,2,0
E00023219,F,7,4,4,4,0,0,1,3,0,2,5,4,5,1,7,5,7,0,6,1,2,3,0,4,0,0,0,3,0,2,0
E00023220,F,7,4,4,4,0,0,1,3,0,0,5,3,5,1,7,5,7,0,3,1,2,1,2,6,4,0,0,3,0,2,0
E00023221,F,6,1,4,1,1,1,1,7,1,4,2,0,5,5,5,2,2,2,6,0,2,3,0,3,1,7,0,1,0,2,0
E00023222,F,7,4,4,4,0,0,1,3,0,0,5,4,5,5,7,5,7,0,6,1,2,3,2,6,0,0,0,3,0,2,0
E00023223,D,6,1,1,1,1,1,1,7,1,4,2,7,5,5,5,2,6,2,6,0,2,3,0,3,6,7,0,1,0,2,0
E00023224,E,6,4,4,4,1,1,1,7,1,4,2,7,5,5,5,2,6,2,6,0,2,3,0,3,3,7,0,1,0,2,0
E00023225,F,7,4,4,4,1,1,1,3,0,0,5,6,5,1,5,2,6,2,6,1,2,3,0,4,3,7,0,1,0,2,0
E00023226,D,6,1,1,1,1,1,1,7,1,7,2,7,5,5,5,2,6,2,6,0,2,3,0,3,3,7,3,1,0,2,0
E00023227,F,7,4,4,4,0,0,1,7,1,4,5,4,5,1,7,5,3,0,3,1,2,3,2,6,2,0,0,3,0,2,0
E00023228,F,7,4,4,4,0,0,1,7,1,4,5,4,5,5,5,2,4,2,6,1,2,3,0,4,3,0,0,1,0,2,0
E00023229,E,7,2,2,4,1,1,1,7,1,3,2,0,5,5,5,2,6,2,6,0,2,3,0,4,3,7,0,1,0,2,0
E00023230,F,7,4,4,4,1,1,1,7,1,4,5,6,5,5,7,5,2,2,6,6,2,3,3,4,0,7,3,3,0,2,0
E00023231,F,7,4,4,1,0,0,1,7,1,4,5,6,5,5,5,2,6,2,6,1,2,3,0,4,3,0,0,3,0,2,0
E00023232,F,7,4,4,6,0,0,1,7,1,4,5,3,5,1,7,5,7,0,3,1,2,1,2,6,5,0,0,3,0,2,0
E00023233,F,7,4,4,4,0,0,1,3,0,0,5,6,5,5,5,2,6,2,6,1,2,3,0,4,3,0,0,1,0,2,0
E00023234,G,5,0,0,4,2,2,1,3,0,4,3,4,5,1,3,0,0,6,4,3,2,7,7,4,3,7,5,1,2,1,0
E00023235,G,5,5,5,4,5,5,1,5,7,7,5,4,4,7,3,0,0,6,4,3,2,7,0,1,3,3,3,1,1,5,0
E00023236,C,4,5,5,4,2,2,1,2,7,7,3,5,5,1,3,0,0,6,4,3,2,4,5,4,3,7,3,3,1,2,0
E00023237,G,4,5,0,4,5,2,1,5,7,7,3,4,4,0,3,0,0,3,4,3,2,6,5,7,3,3,5,1,1,1,0
E00023238,G,5,0,0,4,2,2,2,7,3,1,3,0,5,7,3,0,0,7,0,5,2,7,6,1,3,5,3,1,1,1,3
E00023239,G,5,0,0,4,2,2,1,5,7,7,3,7,5,3,3,0,0,6,0,3,2,7,0,1,3,7,3,1,2,1,0
E00023240,G,5,0,0,4,2,2,1,3,0,0,3,6,5,7,3,0,0,6,4,0,2,3,0,5,3,7,3,1,1,1,0
E00023241,G,5,0,0,4,2,2,1,5,7,7,3,6,5,1,3,0,4,6,4,3,2,3,0,4,3,1,3,1,2,1,0
E00023242,D,5,2,2,4,2,2,1,0,3,1,3,7,5,7,3,0,0,6,6,0,2,7,0,3,3,7,3,1,2,1,0
E00023243,G,5,0,0,4,2,2,1,0,3,1,2,6,5,7,3,0,0,6,0,0,2,7,0,3,3,7,3,1,2,1,0
